period_group,swe_n,adjacent_n,centroid_cosine_similarity,mean_pairwise_cosine_similarity,centroid_similarity_change_2026_minus_2024,pairwise_similarity_change_2026_minus_2024
2024,200,200,0.8380929923671757,0.06609967733804702,-0.021301087134966368,0.007451358392600485
2026,200,200,0.8167919052322093,0.0735510357306475,-0.021301087134966368,0.007451358392600485
