archetype,archetype_name,period2,n_entry,n_mid_senior,value_entry,value_mid_senior,gap,metric
4,Java enterprise (Spring/microservices),2026,37.0,564.0,0.05405405405405406,0.4237588652482269,0.36970481119417287,any_mentor
5,Data engineering (Spark/ETL),2024,26.0,760.0,0.07692307692307693,0.24342105263157895,0.16649797570850203,any_mentor
5,Data engineering (Spark/ETL),2026,35.0,485.0,0.11428571428571428,0.35876288659793815,0.24447717231222388,any_mentor
6,Embedded / firmware,2024,22.0,907.0,0.045454545454545456,0.18412348401323042,0.13866893855868495,any_mentor
6,Embedded / firmware,2026,35.0,379.0,0.08571428571428572,0.2691292875989446,0.1834150018846589,any_mentor
7,.NET / ASP.NET full-stack,2024,20.0,743.0,0.15,0.24764468371467024,0.09764468371467025,any_mentor
7,.NET / ASP.NET full-stack,2026,19.0,160.0,0.15789473684210525,0.45,0.29210526315789476,any_mentor
8,Agile/Scrum generalist,2024,26.0,703.0,0.038461538461538464,0.40540540540540543,0.36694386694386694,any_mentor
8,Agile/Scrum generalist,2026,36.0,232.0,0.1111111111111111,0.4482758620689655,0.3371647509578544,any_mentor
9,iOS / Swift mobile,2024,4.0,126.0,0.25,0.42857142857142855,0.17857142857142855,any_mentor
9,iOS / Swift mobile,2026,11.0,103.0,0.0,0.5728155339805825,0.5728155339805825,any_mentor
10,AWS cloud SDE (Amazon template),2024,4.0,310.0,0.0,0.3387096774193548,0.3387096774193548,any_mentor
10,AWS cloud SDE (Amazon template),2026,6.0,150.0,0.16666666666666666,0.58,0.41333333333333333,any_mentor
11,QA / test automation,2024,2.0,140.0,0.0,0.20714285714285716,0.20714285714285716,any_mentor
11,QA / test automation,2026,8.0,57.0,0.0,0.42105263157894735,0.42105263157894735,any_mentor
12,Azure data platform,2024,3.0,96.0,0.0,0.17708333333333334,0.17708333333333334,any_mentor
12,Azure data platform,2026,2.0,50.0,0.0,0.42,0.42,any_mentor
13,Amazon program boilerplate,2024,19.0,121.0,0.05263157894736842,0.15702479338842976,0.10439321444106134,any_mentor
13,Amazon program boilerplate,2026,20.0,103.0,0.05,0.1941747572815534,0.14417475728155338,any_mentor
14,US gov SCI-cleared SWE,2024,3.0,147.0,0.0,0.061224489795918366,0.061224489795918366,any_mentor
14,US gov SCI-cleared SWE,2026,7.0,58.0,0.0,0.05172413793103448,0.05172413793103448,any_mentor
15,GPU / CUDA / systems perf,2024,3.0,61.0,0.0,0.11475409836065574,0.11475409836065574,any_mentor
15,GPU / CUDA / systems perf,2026,2.0,56.0,0.0,0.21428571428571427,0.21428571428571427,any_mentor
16,Python web backend (Django/Flask),2024,5.0,97.0,0.0,0.1958762886597938,0.1958762886597938,any_mentor
16,Python web backend (Django/Flask),2026,4.0,67.0,0.0,0.3283582089552239,0.3283582089552239,any_mentor
17,AWS cloud generic template,2024,1.0,583.0,0.0,0.7924528301886793,0.7924528301886793,any_mentor
17,AWS cloud generic template,2026,2.0,82.0,0.0,0.8292682926829268,0.8292682926829268,any_mentor
18,Android / Kotlin mobile,2024,1.0,61.0,0.0,0.3114754098360656,0.3114754098360656,any_mentor
18,Android / Kotlin mobile,2026,4.0,31.0,0.25,0.6451612903225806,0.3951612903225806,any_mentor
19,Generic JS/Python boilerplate,2024,2.0,64.0,0.0,0.3125,0.3125,any_mentor
19,Generic JS/Python boilerplate,2026,3.0,27.0,0.0,0.5555555555555556,0.5555555555555556,any_mentor
0,LLM / GenAI / ML engineering,2024,23.0,591.0,1.3478260869565217,1.8781725888324874,0.5303465018759657,credential_stack_depth
0,LLM / GenAI / ML engineering,2026,190.0,1249.0,1.368421052631579,1.2946357085668534,-0.07378534406472559,credential_stack_depth
1,Defense & cleared regulated work,2024,100.0,3188.0,1.51,2.2104767879548306,0.7004767879548306,credential_stack_depth
1,Defense & cleared regulated work,2026,56.0,575.0,1.6071428571428572,1.6904347826086956,0.08329192546583841,credential_stack_depth
2,DevOps / SRE / platform,2024,26.0,1542.0,1.7307692307692308,1.7892347600518808,0.05846552928264992,credential_stack_depth
2,DevOps / SRE / platform,2026,49.0,967.0,1.2857142857142858,1.0423991726990693,-0.24331511301521647,credential_stack_depth
3,JS frontend (React/TypeScript),2024,33.0,1197.0,0.9090909090909091,1.241436925647452,0.33234601655654294,credential_stack_depth
3,JS frontend (React/TypeScript),2026,75.0,657.0,0.96,0.6149162861491628,-0.34508371385083714,credential_stack_depth
4,Java enterprise (Spring/microservices),2024,50.0,1286.0,1.14,1.5645412130637637,0.4245412130637638,credential_stack_depth
4,Java enterprise (Spring/microservices),2026,37.0,564.0,1.4324324324324325,1.1170212765957446,-0.3154111558366879,credential_stack_depth
5,Data engineering (Spark/ETL),2024,26.0,760.0,1.1923076923076923,1.7552631578947369,0.5629554655870446,credential_stack_depth
5,Data engineering (Spark/ETL),2026,35.0,485.0,1.2857142857142858,0.9731958762886598,-0.31251840942562603,credential_stack_depth
6,Embedded / firmware,2024,22.0,907.0,1.3181818181818181,1.9735391400220508,0.6553573218402327,credential_stack_depth
6,Embedded / firmware,2026,35.0,379.0,1.2571428571428571,1.5593667546174141,0.302223897474557,credential_stack_depth
7,.NET / ASP.NET full-stack,2024,20.0,743.0,1.3,1.4899057873485868,0.18990578734858676,credential_stack_depth
7,.NET / ASP.NET full-stack,2026,19.0,160.0,1.5789473684210527,1.18125,-0.39769736842105274,credential_stack_depth
8,Agile/Scrum generalist,2024,26.0,703.0,1.1538461538461537,1.9587482219061167,0.804902068059963,credential_stack_depth
8,Agile/Scrum generalist,2026,36.0,232.0,1.1666666666666667,1.3879310344827587,0.22126436781609193,credential_stack_depth
9,iOS / Swift mobile,2024,4.0,126.0,1.0,1.492063492063492,0.4920634920634921,credential_stack_depth
9,iOS / Swift mobile,2026,11.0,103.0,0.9090909090909091,0.9320388349514563,0.02294792586054728,credential_stack_depth
10,AWS cloud SDE (Amazon template),2024,4.0,310.0,1.75,1.8258064516129033,0.07580645161290334,credential_stack_depth
10,AWS cloud SDE (Amazon template),2026,6.0,150.0,1.6666666666666667,1.06,-0.6066666666666667,credential_stack_depth
11,QA / test automation,2024,2.0,140.0,0.5,1.5714285714285714,1.0714285714285714,credential_stack_depth
11,QA / test automation,2026,8.0,57.0,1.5,1.1578947368421053,-0.3421052631578947,credential_stack_depth
12,Azure data platform,2024,3.0,96.0,1.0,1.5729166666666667,0.5729166666666667,credential_stack_depth
12,Azure data platform,2026,2.0,50.0,1.5,1.4,-0.10000000000000009,credential_stack_depth
13,Amazon program boilerplate,2024,19.0,121.0,1.6842105263157894,2.2975206611570247,0.6133101348412353,credential_stack_depth
13,Amazon program boilerplate,2026,20.0,103.0,1.2,3.3009708737864076,2.100970873786408,credential_stack_depth
14,US gov SCI-cleared SWE,2024,3.0,147.0,1.6666666666666667,1.9931972789115646,0.3265306122448979,credential_stack_depth
14,US gov SCI-cleared SWE,2026,7.0,58.0,1.2857142857142858,1.5862068965517242,0.3004926108374384,credential_stack_depth
15,GPU / CUDA / systems perf,2024,3.0,61.0,2.0,2.098360655737705,0.09836065573770503,credential_stack_depth
15,GPU / CUDA / systems perf,2026,2.0,56.0,2.0,1.5892857142857142,-0.4107142857142858,credential_stack_depth
16,Python web backend (Django/Flask),2024,5.0,97.0,1.0,1.1546391752577319,0.15463917525773185,credential_stack_depth
16,Python web backend (Django/Flask),2026,4.0,67.0,0.5,0.4626865671641791,-0.03731343283582089,credential_stack_depth
17,AWS cloud generic template,2024,1.0,583.0,3.0,2.289879931389365,-0.7101200686106348,credential_stack_depth
17,AWS cloud generic template,2026,2.0,82.0,2.0,2.207317073170732,0.2073170731707319,credential_stack_depth
18,Android / Kotlin mobile,2024,1.0,61.0,0.0,1.4754098360655739,1.4754098360655739,credential_stack_depth
18,Android / Kotlin mobile,2026,4.0,31.0,1.0,1.3225806451612903,0.32258064516129026,credential_stack_depth
19,Generic JS/Python boilerplate,2024,2.0,64.0,1.0,2.0,1.0,credential_stack_depth
19,Generic JS/Python boilerplate,2026,3.0,27.0,2.0,1.4814814814814814,-0.5185185185185186,credential_stack_depth
