metric,within_2024_effect_arshkon_vs_asaniczka,arshkon_vs_scraped_effect,asaniczka_vs_scraped_effect,arshkon_signal_to_within_2024_noise,asaniczka_signal_to_within_2024_noise,interpretation
description_length_ks,0.14390166148500233,0.29568552774366497,0.1980185156011331,2.0547749393045183,1.3760683063535781,larger means less comparable
company_jaccard_distance,0.8859163591635917,0.8912713883474117,0.8653930803767937,1.0060446216264431,0.9768338415082725,larger distance means less overlap
state_share_cramers_v,0.13670778311755677,0.2713584894437687,0.34567655240942374,1.9849527455976965,2.5285798988648076,larger means less comparable
seniority_known_cramers_v,0.13996937520255592,0.03508734138574701,0.11863681822765614,0.2506787026445646,0.8475912538437177,larger means less comparable
title_jaccard_distance,0.9516684607104413,0.9741059801662827,0.9628769372472068,1.0235770337908343,1.0117777114609832,larger distance means less overlap
industry_cramers_v,,0.2922456806373282,,,,asaniczka has no industry data; no within-2024 calibration possible
