variant,share_2024_04,share_2026_03,pp_change_2024_04_to_2026_03
final_all_nonunknown,0.20417326994189117,0.13838184509126789,-6.579142485062328
high_confidence,0.21462329719210455,0.1417004048582996,-7.292289233380495
incl_weak_signals,0.20417326994189117,0.13838184509126789,-6.579142485062328
native_only_nonunknown,0.22364716922114483,0.13569648296870673,-8.79506862524381
